Rank,Author,Title,Citations,Year,Publisher,Venue,Content,Source,PDF,cit/year
13,"HS Anderson, DG Long",Sea ice mapping method for SeaWinds,69,2005, ieeexplore.ieee.org, … on Geoscience and Remote Sensing,"… sea ice edge, we allow for sea ice growth and imperfect sea … algorithm (which overestimates 
the ice cover). The difference in … caused by sea ice motion during several satellite passes—…",https://ieeexplore.ieee.org/abstract/document/1396338/,https://ieeexplore.ieee.org/iel5/36/30375/01396338.pdf,3
18,"QP Remund, DG Long",A decade of QuikSCAT scatterometer sea ice extent data,65,2013, ieeexplore.ieee.org, … on Geoscience and Remote Sensing,"… results from the ten-year data product. Starting with enhanced … to sea ice properties such as 
surface roughness, snow cover, … and impact of satellite remotely sensed ocean surface vector …",https://ieeexplore.ieee.org/abstract/document/6612633/,https://ieeexplore.ieee.org/iel7/36/4358825/06612633.pdf,5
8,"J Haarpaintner, RT Tonboe, DG Long…",Automatic detection and validity of the sea-ice edge: An application of enhanced-resolution QuikScat/SeaWinds data,65,2004, ieeexplore.ieee.org, … and Remote Sensing,"… ice edge was mostly outside the ice cover observed by SAR and AVHRR even for very low 
… noise) still occurred at lower latitudes where the multirepeat satellite coverage is sparse. …",https://ieeexplore.ieee.org/abstract/document/1315826/,https://ieeexplore.ieee.org/iel5/36/29162/01315826.pdf,3
28,"MB Rivas, A Stoffelen",New Bayesian algorithm for sea ice detection with QuikSCAT,60,2011, ieeexplore.ieee.org, … on Geoscience and Remote Sensing,"… sensors which, contrary to optical techniques, can operate at night and in all-weather conditions. 
The determination of sea ice extents from satellite … resulting ice edge against the sea ice …",https://ieeexplore.ieee.org/abstract/document/5704575/,https://ieeexplore.ieee.org/iel5/36/4358825/05704575.pdf,4
26,J Haarpaintner,Arctic-wide operational sea ice drift from enhanced-resolution QuikScat/SeaWinds scatterometry and its validation,59,2005, ieeexplore.ieee.org, IEEE Transactions on Geoscience and Remote …,"… the basics of sea ice motion observed from satellite has been … shadows” over the Arctic ice 
cover during summer where … Scatterometer—QuikSCAT science data product user’s manual: …",https://ieeexplore.ieee.org/abstract/document/1564399/,https://ieeexplore.ieee.org/iel5/36/33204/01564399.pdf,3
12,"S Adams, S Willmes, D Schröder…",Improvement and sensitivity analysis of thermal thin-ice thickness retrievals,56,2012, ieeexplore.ieee.org, … and Remote Sensing,"… Adjacent to the fast-ice edge, a small band of relatively high … data set for sea ice simulations 
and remote sensing methods. … satellite images to remove cloud cover for landfast sea-ice …",https://ieeexplore.ieee.org/abstract/document/6357238/,https://ieeexplore.ieee.org/iel5/36/4358825/06357238.pdf,4
3,"AD Fraser, RA Massom…",A method for compositing polar MODIS satellite images to remove cloud cover for landfast sea-ice detection,55,2009, ieeexplore.ieee.org, … transactions on geoscience …,"… buttress “(c),” leaving no open water interface between the pack and the fast ice and 
making it difficult to delineate the fast-ice edge. A suggested workaround is to use passive …",https://ieeexplore.ieee.org/abstract/document/5067286/,https://ieeexplore.ieee.org/iel5/36/5210215/05067286.pdf,3
2,"W Song, M Li, W Gao, D Huang, Z Ma…",Automatic sea-ice classification of SAR images based on spatial and temporal features learning,54,2021, ieeexplore.ieee.org, … and Remote Sensing,"… satellite data are freely available and widely used in Arctic … More information about level-1 
data product can refer to the web … These SAR images cover all types of sea ice in Hudson Bay, …",https://ieeexplore.ieee.org/abstract/document/9332239/,https://ieeexplore.ieee.org/iel7/36/9624468/09332239.pdf,9
30,"CJ Roesler, YJ Morton, Y Wang…",Coherent GNSS-reflections characterization over ocean and sea ice based on spire global CubeSat data,54,2021, ieeexplore.ieee.org, … and Remote Sensing,"… from the CYGNSS level 1 DDM data product: the wider the power … ◦ , while all others also 
cover the poles. To separate … He is a specialist in satellite remote sensing and geodesy, with …",https://ieeexplore.ieee.org/abstract/document/9625022/,https://ieeexplore.ieee.org/iel7/36/4358825/09625022.pdf,9
49,"S Jensen, B Plale, MS Aktas, Y Luo…",Provenance capture and use in a satellite data processing pipeline,42,2013, ieeexplore.ieee.org, … and Remote Sensing,"… of that edge represents the cause, thus tracing the lineage of a final data product back to 
its … generated by Karma for the Level 3 daily sea ice data product. Each kind of entity, artifact, …",https://ieeexplore.ieee.org/abstract/document/6565351/,https://ieeexplore.ieee.org/iel7/36/4358825/06565351.pdf,3
50,"X Sun, JB Abshire, AA Borsa, HA Fricker…",ICESAT/GLAS altimetry measurements: Received signal dynamic range and saturation correction,42,2017, ieeexplore.ieee.org, … and Remote Sensing,"… first satellite-based global lidar measurement of earth’s ice … Mild saturation (1%–10% 
saturation index in the data product) … data for sea ice, ice sheet, and lake study over the Arctic, …",https://ieeexplore.ieee.org/abstract/document/7990535/,https://ieeexplore.ieee.org/iel7/36/4358825/07990535.pdf,4
14,"A Patel, J Paden, C Leuschen, R Kwok…",Fine-resolution radar altimeter measurements on land and sea ice,34,2014, ieeexplore.ieee.org, … and Remote Sensing,"… Snow cover on sea ice further insulates the warm ocean from … measure the thickness of sea 
ice using satellite altimeters due to … data product was somewhere between the air–snow and …",https://ieeexplore.ieee.org/abstract/document/6936928/,https://ieeexplore.ieee.org/iel7/36/7001732/06936928.pdf,3
1,"Q Zheng, R Wang, G Han, W Li, X Wang…",A spatiotemporal multiscale deep learning model for subseasonal prediction of Arctic sea ice,31,2024, ieeexplore.ieee.org, … and Remote Sensing,"… The Arctic reanalysis data product provided by the Arctic … are distributed over the sea 
ice-covered edge regions during … in predicting Arctic sea ice using satellite remote sensing and …",https://ieeexplore.ieee.org/abstract/document/10402090/,https://ieeexplore.ieee.org/iel7/36/4358825/10402090.pdf,10
