Rank,Author,Title,Citations,Year,Publisher,Venue,Content,Source,PDF,cit/year
3,"X Tian, J Shan",Comprehensive evaluation of the ICESat-2 ATL08 terrain product,103,2021, ieeexplore.ieee.org, IEEE Transactions on Geoscience and Remote …,"… of glacier and ice sheet height, sea ice freeboard, vegetation … , ATL08 data product provides 
users with valuable terrain (ground … with reference to kinematic Global Navigation Satellite …",https://ieeexplore.ieee.org/abstract/document/9334397/,https://ieeexplore.ieee.org/iel7/36/4358825/09334397.pdf,17
37,"Y Ahn, IM Howat",Efficient automated glacier surface velocity measurement from repeat images using multi-image/multichip and null exclusion feature tracking,101,2011, ieeexplore.ieee.org, … Transactions on Geoscience and Remote …,"… elevation model used to correct for topographic distortion. The surfaces of large glaciers and 
ice sheets … , and the quality of the final data product. Our MIMC RIFT software package for …",https://ieeexplore.ieee.org/abstract/document/5738677/,https://ieeexplore.ieee.org/iel5/36/5959279/05738677.pdf,6
1,"T Schenk, B Csatho",A new methodology for detecting ice sheet surface elevation changes from laser altimetry data,94,2012, ieeexplore.ieee.org, … Transactions on Geoscience and Remote …,"… from various satellite sensors, crucial information on changing ice sheet mass balance and 
… We obtained the GLA12 data product (level-2 processed Antarctic and GrIS altimetry data) …",https://ieeexplore.ieee.org/abstract/document/6165352/,https://ieeexplore.ieee.org/iel5/36/6280643/06165352.pdf,6
22,"NT Kurtz, T Markus, DJ Cavalieri…",Comparison of ICESat data with airborne laser altimeter measurements over Arctic sea ice,88,2008, ieeexplore.ieee.org, … and Remote Sensing,"… , Cloud, and land Elevation Satellite (ICESat) can monitor the … to monitor the elevation 
changes of the ice sheets; however, … i-gval-rcv in the ICESat data product) for many of the shots in …",https://ieeexplore.ieee.org/abstract/document/4539634/,https://ieeexplore.ieee.org/iel5/36/4544940/04539634.pdf,5
18,"P Gong, Z Li, H Huang, G Sun…",ICEsat GLAS data for urban environment monitoring,87,2010, ieeexplore.ieee.org, … Geoscience and Remote …,"… directly calculated from a GLAS data product (GLA14). Because … Although the primary 
objectives were on polar ice sheet … in interdisciplinary applications including land topography (eg, […",https://ieeexplore.ieee.org/abstract/document/5599291/,https://ieeexplore.ieee.org/iel5/36/4358825/05599291.pdf,5
15,"LA Magruder, CE Webb, TJ Urban…",ICESat altimetry data product verification at White Sands Space Harbor,85,2007, ieeexplore.ieee.org, … and Remote Sensing,"… laser altimeter satellite, consisting of data calibration and validation, as well as global 
science applications of data including analysis of topography and changes in polar ice sheets, …",https://ieeexplore.ieee.org/abstract/document/4039625/,https://ieeexplore.ieee.org/iel5/36/4039606/04039625.pdf,4
49,"JH González, M Bachmann…",Definition of ICESat selection criteria for their use as height references for TanDEM-X,84,2010, ieeexplore.ieee.org, … and Remote Sensing,"… DEM and ICESat GLA14 elevation data, an X-band DEM was … Additionally, a laser DEM of 
the area was used to verify the … digital elevation models and satellite baseline determination. …",https://ieeexplore.ieee.org/abstract/document/5438815/,https://ieeexplore.ieee.org/iel5/36/5464431/05438815.pdf,5
32,"H Duong, R Lindenbergh, N Pfeifer…",ICESat full-waveform altimetry compared to airborne laser scanning altimetry over The Netherlands,71,2009, ieeexplore.ieee.org, … and remote sensing,"… of ice sheet mass balance, forest structure estimation, and digital terrain model generation of 
remote areas… on ice sheets by satellite remote sensing,” Remote Sens. Environ., vol. 98, no. …",https://ieeexplore.ieee.org/abstract/document/5109721/,https://ieeexplore.ieee.org/iel5/36/4358825/05109721.pdf,4
17,"MR Siegfried, RL Hawley…","High-resolution ground-based GPS measurements show intercampaign bias in ICESat elevation data near Summit, Greenland",70,2011, ieeexplore.ieee.org, … Geoscience and Remote …,"… of long-term independent validation experiments of satellite altimetry data over ice sheets. … 
the GLA12 ice sheet surface elevation data product. We find that the GLAS-derived elevation …",https://ieeexplore.ieee.org/abstract/document/5764517/,https://ieeexplore.ieee.org/iel5/36/4358825/05764517.pdf,4
40,"F Banda, J Dall, S Tebaldini",Single and multipolarimetric P-band SAR tomography of subsurface ice structure,69,2015, ieeexplore.ieee.org, … Geoscience and Remote Sensing,"… sensing is of fundamental importance in order to understand more in depth the morphology 
and the dynamic processes regulating ice sheets. … it has a smooth topography that decreases …",https://ieeexplore.ieee.org/abstract/document/7366586/,https://ieeexplore.ieee.org/iel7/36/7442241/07366586.pdf,6
38,"AD Fraser, RA Massom…",A method for compositing polar MODIS satellite images to remove cloud cover for landfast sea-ice detection,55,2009, ieeexplore.ieee.org, … transactions on geoscience …,"… optical bands for ice sheet mapping and topography,” EOS … on sea ice distribution and ecology; 
the impact of variable sea ice … ice shelf breakup events; and interactions between sea ice …",https://ieeexplore.ieee.org/abstract/document/5067286/,https://ieeexplore.ieee.org/iel5/36/5210215/05067286.pdf,3
39,"N Galin, A Worby, T Markus…",Validation of airborne FMCW radar measurements of snow thickness over sea ice in Antarctica,52,2011, ieeexplore.ieee.org, … and Remote Sensing,"… data are currently a highly sought after data product. … by the Center for Remote Sensing of 
Ice Sheets to the Australian … measure sea ice elevation and freeboard of sea ice using either …",https://ieeexplore.ieee.org/abstract/document/5944968/,https://ieeexplore.ieee.org/iel5/36/6117787/05944968.pdf,3
43,"N Galin, DJ Wingham, R Cullen…",Calibration of the CryoSat-2 interferometer and measurement of across-track ocean slope,50,2012, ieeexplore.ieee.org, … and remote sensing,"… will be routinely used to determine ice sheet elevation, in a manner first … of slopes of the ice 
sheets, the satellite was also commanded … as part of the L1b data product, which provides the …",https://ieeexplore.ieee.org/abstract/document/6227346/,https://ieeexplore.ieee.org/iel5/36/4358825/06227346.pdf,3
11,"D Felikson, TJ Urban, BC Gunter, N Pie…",Comparison of elevation change detection methods from ICESat altimetry over the Greenland ice sheet,43,2017, ieeexplore.ieee.org, … and Remote Sensing,"… (IOM), and satellite radar altimetry from European Remote Sensing satellites. Reference [8] … 
to the ice sheets. We apply a saturation correction, provided in the GLA12 data product, to …",https://ieeexplore.ieee.org/document/7982959/,https://ieeexplore.ieee.org/iel7/36/8049540/07982959.pdf,4
21,"X Sun, JB Abshire, AA Borsa, HA Fricker…",ICESAT/GLAS altimetry measurements: Received signal dynamic range and saturation correction,42,2017, ieeexplore.ieee.org, … and Remote Sensing,"… the Antarctic and Greenland ice sheets, where we assumed … Mild saturation (1%–10% 
saturation index in the data product… East Antarctic ice sheet via the analysis of crossover elevation …",https://ieeexplore.ieee.org/abstract/document/7990535/,https://ieeexplore.ieee.org/iel7/36/4358825/07990535.pdf,4
31,"A Patel, J Paden, C Leuschen, R Kwok…",Fine-resolution radar altimeter measurements on land and sea ice,34,2014, ieeexplore.ieee.org, … and Remote Sensing,"… and extent of sea ice and the topography of the ice sheets. One … sea-ice thickness and 
ice-sheet mass balance with satellite … return for the RBW data product was somewhere between …",https://ieeexplore.ieee.org/abstract/document/6936928/,https://ieeexplore.ieee.org/iel7/36/7001732/06936928.pdf,3
35,"LA Magruder, RL Ricklefs, EC Silverberg…",ICESat geolocation validation using airborne photography,32,2010, ieeexplore.ieee.org, … and remote sensing,"… ice sheets, … elevation model (DEM) of the Salar de Uyuni in Bolivia. This particular effort 
concluded a < 3-cm precision and a < 2-cm accuracy for the satellite elevation data product …",https://ieeexplore.ieee.org/abstract/document/5440929/,https://ieeexplore.ieee.org/iel5/36/5464431/05440929.pdf,2
