Rank,Author,Title,Citations,Year,Publisher,Venue,Content,Source,PDF,cit/year
6,"NT Kurtz, T Markus, DJ Cavalieri…",Comparison of ICESat data with airborne laser altimeter measurements over Arctic sea ice,88,2008, ieeexplore.ieee.org, … and Remote Sensing,"… -atm in the ICESat data product). The overall agreement … Skourup, “Arctic ocean gravity, 
geoid and sea-ice freeboard … include satellite remote sensing, and the utilization of satellite …",https://ieeexplore.ieee.org/abstract/document/4539634/,https://ieeexplore.ieee.org/iel5/36/4544940/04539634.pdf,5
11,"P Gong, Z Li, H Huang, G Sun…",ICEsat GLAS data for urban environment monitoring,87,2010, ieeexplore.ieee.org, … Geoscience and Remote …,"… aerial images and high spatial resolution satellite data (eg, [14] … measured from the GLAS 
data and field measurements. … measurement than using the standard GLA14 data product. A …",https://ieeexplore.ieee.org/abstract/document/5599291/,https://ieeexplore.ieee.org/iel5/36/4358825/05599291.pdf,5
42,"KL Brodie, BL Bruder, RK Slocum…",Simultaneous mapping of coastal topography and bathymetry from a lightweight multicamera UAS,77,2019, ieeexplore.ieee.org, … and Remote Sensing,"… a smoothing length scale equivalent to the smoothing length … first compares each UAS data 
product (topography, surf-zone … from airborne optical measurements of surface gravity wave …",https://ieeexplore.ieee.org/abstract/document/8726410/,https://ieeexplore.ieee.org/iel7/36/4358825/08726410.pdf,10
4,"S Sun, C Hu",… of interpreting oil–water spatial and spectral contrasts for the estimation of oil thickness: Examples from satellite and airborne measurements of the deepwater horizon …,72,2018, ieeexplore.ieee.org, IEEE Transactions on Geoscience and Remote …,"… and short gravity waves … measurements to validate remote sensing interpretations because 
of the difficulty in matching in situ measurements with image pixels that have large pixel size …",https://ieeexplore.ieee.org/abstract/document/8529276/,https://ieeexplore.ieee.org/iel7/36/8697166/08529276.pdf,8
9,"L Li, E Im, LN Connor, PS Chang",Retrieving ocean surface wind speed from the TRMM precipitation radar measurements,59,2004, ieeexplore.ieee.org, … Transactions on Geoscience …,"… configurations in the satellite remote sensing of ocean winds. … derived from PR with remotely 
measured winds from TMI and … between the TRMM PR data product 2A21 and TMI product …",https://ieeexplore.ieee.org/abstract/document/1304894/,https://ieeexplore.ieee.org/iel5/36/28983/01304894.pdf,3
7,"WHF Smith, R Scharroo",Waveform aliasing in satellite radar altimetry,57,2014, ieeexplore.ieee.org, … on Geoscience and Remote Sensing,"… FBR SAR data product are these 128 I and Q samples. … , so that the instrument is actively 
measuring only about 30% of … sea-going measurements of bathymetry, gravity and magnetic …",https://ieeexplore.ieee.org/abstract/document/6899670/,https://ieeexplore.ieee.org/iel7/36/6919366/06899670.pdf,4
43,"CJ Roesler, YJ Morton, Y Wang…",Coherent GNSS-reflections characterization over ocean and sea ice based on spire global CubeSat data,54,2021, ieeexplore.ieee.org, … and Remote Sensing,"… representation of the phase measurements. Before we dive … derived from the IGS precise 
orbit data product (www.igs.org). … altimetry and satellite gravity data. He pioneered the use of …",https://ieeexplore.ieee.org/abstract/document/9625022/,https://ieeexplore.ieee.org/iel7/36/4358825/09625022.pdf,9
20,"N Galin, DJ Wingham, R Cullen…",Calibration of the CryoSat-2 interferometer and measurement of across-track ocean slope,50,2012, ieeexplore.ieee.org, … and remote sensing,"… In Section II, we describe the configuration of the satellite and in … as part of the L1b data 
product, which provides the … This track has the greatest gravity signal of all 13 passes used in …",https://ieeexplore.ieee.org/abstract/document/6227346/,https://ieeexplore.ieee.org/iel5/36/4358825/06227346.pdf,3
46,"KH Tseng, CK Shum, Y Yi, WJ Emery…",The improved retrieval of coastal sea surface heights by retracking modified radar altimetry waveforms,49,2013, ieeexplore.ieee.org, … and Remote Sensing,"… OCEAN with Offset Center of Gravity (OCOG) derived parameters … Each 6-min stage 
measurement has been interpolated … variously retracked satellite altimetry SSH measurements …",https://ieeexplore.ieee.org/abstract/document/6490043/,https://ieeexplore.ieee.org/iel7/36/6680673/06490043.pdf,4
25,"PS Chang, LI Li",Ocean surface wind speed and direction retrievals from the SSM/I,49,2002, ieeexplore.ieee.org, IEEE transactions on geoscience and remote …,"… satellite [13], [14]. However, the calibration of SMMR was too poor to provide an operational 
data product. … upwind/downwind asymmetry of ocean gravity waves and whitecaps, while the …",https://ieeexplore.ieee.org/abstract/document/729357/,https://ieeexplore.ieee.org/iel4/36/15714/00729357.pdf,2
30,"D Felikson, TJ Urban, BC Gunter, N Pie…",Comparison of elevation change detection methods from ICESat altimetry over the Greenland ice sheet,43,2017, ieeexplore.ieee.org, … and Remote Sensing,"… Gravity Recovery and Climate Experiment data, the input–output method (IOM), and satellite 
radar altimetry from European Remote Sensing … , provided in the GLA12 data product, to the …",https://ieeexplore.ieee.org/document/7982959/,https://ieeexplore.ieee.org/iel7/36/8049540/07982959.pdf,4
8,"X Sun, JB Abshire, AA Borsa, HA Fricker…",ICESAT/GLAS altimetry measurements: Received signal dynamic range and saturation correction,42,2017, ieeexplore.ieee.org, … and Remote Sensing,"… Mild saturation (1%–10% saturation index in the data product) … Marshak, “Satellite remote 
sensing of blowing snow … He specializes in the use of laser altimetry, sonar bathymetry, gravity, …",https://ieeexplore.ieee.org/abstract/document/7990535/,https://ieeexplore.ieee.org/iel7/36/4358825/07990535.pdf,4
36,"R Shah, JL Garrison, A Egido…","Bistatic radar measurements of significant wave height using signals of opportunity in L-, S-, and Ku-bands",34,2015, ieeexplore.ieee.org, … Geoscience and Remote …,"… In situ measurements are necessary for the cal/val of satellite … the time series of ICF as a 
data product (for more detail, see [… the waves, g is the acceleration of gravity, and Tp is the peak …",https://ieeexplore.ieee.org/abstract/document/7270302/,https://ieeexplore.ieee.org/iel7/36/7386543/07270302.pdf,3
15,"A Patel, J Paden, C Leuschen, R Kwok…",Fine-resolution radar altimeter measurements on land and sea ice,34,2014, ieeexplore.ieee.org, … and Remote Sensing,"… lower resolution RA measurements comparable to satellite-based … return for the RBW data 
product was somewhere between … gravity from various spaceborne and airborne instruments. …",https://ieeexplore.ieee.org/abstract/document/6936928/,https://ieeexplore.ieee.org/iel7/36/7001732/06936928.pdf,3
23,"T Wong, GL Smith, S Kato, NG Loeb…",On the lessons learned from the operations of the ERBE nonscanner instrument in space and the production of the nonscanner TOA radiation budget data set,33,2018, ieeexplore.ieee.org, … and Remote Sensing,"… missions [4] and the Earth gravity mission [5] or 2) the … data product also encountered other 
technical issues related to the construction of the TOA data set from satellite measurements. …",https://ieeexplore.ieee.org/abstract/document/8360766/,https://ieeexplore.ieee.org/iel7/36/8472225/08360766.pdf,4
14,"MZ Hakuba, GL Stephens, B Christophe…",Earth's energy imbalance measured from space,30,2018, ieeexplore.ieee.org, … and Remote Sensing,"… balanced and filled (EBAF) data product, in which the global … the gravity acceleration is not 
seen in the measurement.) The … the satellite spin used to equalize the satellite temperature …",https://ieeexplore.ieee.org/abstract/document/8428424/,https://ieeexplore.ieee.org/iel7/36/8587258/08428424.pdf,3
