Rank,Author,Title,Citations,Year,Publisher,Venue,Content,Source,PDF,cit/year
43,"YA Liou, MS Le, H Chien",Normalized difference latent heat index for remote sensing of land surface energy fluxes,67,2018, ieeexplore.ieee.org, … on Geoscience and Remote Sensing,"… Nowadays, satellite remote sensing data have been widely … resolution, but resampled 
to 30 m as delivered data product). The … radar remote sensing, ocean surface waves, air–sea …",https://ieeexplore.ieee.org/abstract/document/8464042/,https://ieeexplore.ieee.org/iel7/36/8651575/08464042.pdf,7
15,"X Chu, Y He, VY Karaev",Relationships between Ku-band radar backscatter and integrated wind and wave parameters at low incidence angles,59,2012, ieeexplore.ieee.org, … on Geoscience and Remote Sensing,"… speed, wave height, and wave period derived from satellite … European Remote Sensing 
Satellite (ERS) and integrated sea … ◦ , we sort the ocean waves into local wind waves and swells …",https://ieeexplore.ieee.org/abstract/document/6204085/,https://ieeexplore.ieee.org/iel5/36/6339106/06204085.pdf,4
16,"WHF Smith, R Scharroo",Waveform aliasing in satellite radar altimetry,57,2014, ieeexplore.ieee.org, … on Geoscience and Remote Sensing,"… that of the values given in the data product, and 2) the rate of … of the orbit ephemeris height 
above the Earth ellipsoid, a … to form a raw sea height as orbit height minus range at the 20…",https://ieeexplore.ieee.org/abstract/document/6899670/,https://ieeexplore.ieee.org/iel7/36/6919366/06899670.pdf,4
42,"CJ Roesler, YJ Morton, Y Wang…",Coherent GNSS-reflections characterization over ocean and sea ice based on spire global CubeSat data,54,2021, ieeexplore.ieee.org, … and Remote Sensing,"… that are smooth relative to the GPS L-band wavelength (∼20 cm). Low grazing angles over 
… The GPS satellite position and clock bias are derived from the IGS precise orbit data product …",https://ieeexplore.ieee.org/abstract/document/9625022/,https://ieeexplore.ieee.org/iel7/36/4358825/09625022.pdf,9
24,"H Shi, Z Li, H Ye, H Luo, W Xiong…",First level 1 product results of the greenhouse gas monitoring instrument on the GaoFen-5 satellite,53,2020, ieeexplore.ieee.org, … Geoscience and Remote …,"… solar synchronous orbit with a nominal height of 705 km. Because … The interferogram data 
product should be evaluated and … , the wavelength position of the molecular spectrum remains …",https://ieeexplore.ieee.org/abstract/document/9115237/,https://ieeexplore.ieee.org/iel7/36/4358825/09115237.pdf,8
47,"N Galin, DJ Wingham, R Cullen…",Calibration of the CryoSat-2 interferometer and measurement of across-track ocean slope,50,2012, ieeexplore.ieee.org, … and remote sensing,"… In Section II, we describe the configuration of the satellite and … distributed as part of the L1b 
data product, which provides the … the ocean surface are those of the short-wavelength ocean …",https://ieeexplore.ieee.org/abstract/document/6227346/,https://ieeexplore.ieee.org/iel5/36/4358825/06227346.pdf,3
40,"KH Tseng, CK Shum, Y Yi, WJ Emery…",The improved retrieval of coastal sea surface heights by retracking modified radar altimetry waveforms,49,2013, ieeexplore.ieee.org, … and Remote Sensing,"… Satellite radar altimetry is a sophisticated and mature space… -ocean sea surface height 
(SSH) and study general ocean … Finally, we assume that the electromagnetic bias or sea-state …",https://ieeexplore.ieee.org/abstract/document/6490043/,https://ieeexplore.ieee.org/iel7/36/6680673/06490043.pdf,4
48,"PS Chang, LI Li",Ocean surface wind speed and direction retrievals from the SSM/I,49,2002, ieeexplore.ieee.org, IEEE transactions on geoscience and remote …,"… to provide an operational data product. This was followed by … downwind asymmetry of ocean 
gravity waves and whitecaps, … winds using aircraft- and satellite-based microwave sensors. …",https://ieeexplore.ieee.org/abstract/document/729357/,https://ieeexplore.ieee.org/iel4/36/15714/00729357.pdf,2
7,"R Romeiser, HC Graber, MJ Caruso…",A new approach to ocean wave parameter estimates from C-band ScanSAR images,42,2014, ieeexplore.ieee.org, … and Remote Sensing,"… the ocean wave-height spectrum and a SAR image spectrum, … to wave periods from about 
2.4 to 32 s and wavelengths from … the WAM spectra closest to the times of the five satellite …",https://ieeexplore.ieee.org/abstract/document/6873550/,https://ieeexplore.ieee.org/iel7/36/4358825/06873550.pdf,3
3,"H Jiang, A Mironov, L Ren, AV Babanin…",Validation of Wave Spectral Partitions From SWIM Instrument On-Board CFOSAT Against In Situ Data,37,2021, ieeexplore.ieee.org, … and Remote Sensing,"… nadir significant wave height (SWH) and sea surface wind … the common range of 
wavelengths/frequencies of satellite and … this version of SWIM data product to do wave climate …",https://ieeexplore.ieee.org/abstract/document/9537908/,https://ieeexplore.ieee.org/iel7/36/4358825/09537908.pdf,6
13,"R Shah, JL Garrison, A Egido…","Bistatic radar measurements of significant wave height using signals of opportunity in L-, S-, and Ku-bands",34,2015, ieeexplore.ieee.org, … Geoscience and Remote …,"… the time series of ICF as a data product (for more detail, see [24])… sea when the waves are 
mainly effected by swell but our model … for ocean remote sensing using communication satellite …",https://ieeexplore.ieee.org/abstract/document/7270302/,https://ieeexplore.ieee.org/iel7/36/7386543/07270302.pdf,3
33,"H Johnsen, G Engen, G Guitton",Sea-surface polarization ratio from Envisat ASAR AP data,32,2008, ieeexplore.ieee.org, … Transactions on Geoscience …,"… However, with the launch of the Envisat satellite with its … ratio from ASAR AP raw data product. 
An overview of the data set … of breaking waves is related to the wavebreaking fronts. The …",https://ieeexplore.ieee.org/abstract/document/4685940/,https://ieeexplore.ieee.org/iel5/36/4685926/04685940.pdf,2
18,"F Huang, JL Garrison, SM Leidner…",A forward model for data assimilation of GNSS ocean reflectometry delay-Doppler maps,31,2020, ieeexplore.ieee.org, … and Remote Sensing,"… data product contains the bistatic radar cross section (BRCS), generated from the DDM by 
removing the effects of satellite … effect of ocean waves on GNSS-R microwave remote sensing …",https://ieeexplore.ieee.org/abstract/document/9125968/,https://ieeexplore.ieee.org/iel7/36/9363036/09125968.pdf,4
